transaction_id,date,customer_id,product_id,product_name,category,store,customer_type,quantity,unit_price,discount,revenue,payment_method
TXN_20240900054,2024-09-01,CUST_0361,PRD_E103,Paytm Smart All-in-One POS,Electronics,"Store-105 (Park Street, Kolkata)",RETURNING,1,8499.0,1274.85,7224.15,Credit Card
TXN_20240900055,2024-09-01,CUST_0049,PRD_E102,Paytm Card POS Terminal Neo,Electronics,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,2,4999.0,999.8,8998.2,UPI
TXN_20240900056,2024-09-01,CUST_0444,PRD_E102,Paytm Card POS Terminal Neo,Electronics,"Store-102 (Indiranagar, Bengaluru)",RETURNING,1,4999.0,499.9,4499.1,Credit Card
TXN_20240900057,2024-09-01,CUST_0251,PRD_E102,Paytm Card POS Terminal Neo,Electronics,"Store-103 (BKC, Mumbai)",RETURNING,1,4999.0,0.0,4999.0,Debit Card
TXN_20240900058,2024-09-01,CUST_0394,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-105 (Park Street, Kolkata)",RETURNING,1,1499.0,149.9,1349.1,UPI
TXN_20240900059,2024-09-01,CUST_0250,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-101 (Connaught Place, Delhi)",NEW,2,1899.0,379.8,3418.2,UPI
TXN_20240900060,2024-09-01,CUST_0498,PRD_E105,Dynamic Display QR Standee,Electronics,"Store-103 (BKC, Mumbai)",RETURNING,2,1299.0,0.0,2598.0,Paytm Wallet
TXN_20240900061,2024-09-01,CUST_0423,PRD_E103,Paytm Smart All-in-One POS,Electronics,"Store-103 (BKC, Mumbai)",NEW,1,8499.0,0.0,8499.0,UPI
TXN_20240900062,2024-09-01,CUST_0067,PRD_A203,Thermal Receipt Rolls (Pack of 10),Accessories,"Store-104 (Banjara Hills, Hyderabad)",NEW,2,299.0,59.8,538.2,Debit Card
TXN_20240900063,2024-09-01,CUST_0024,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,1,1499.0,0.0,1499.0,UPI
TXN_20240900064,2024-09-01,CUST_0491,PRD_E105,Dynamic Display QR Standee,Electronics,"Store-102 (Indiranagar, Bengaluru)",RETURNING,2,1299.0,259.8,2338.2,Net Banking
TXN_20240900065,2024-09-01,CUST_0048,PRD_A205,Bluetooth Audio Dongle Mini,Accessories,"Store-103 (BKC, Mumbai)",RETURNING,1,399.0,19.95,379.05,UPI
TXN_20240900066,2024-09-01,CUST_0321,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-102 (Indiranagar, Bengaluru)",NEW,1,1899.0,0.0,1899.0,UPI
TXN_20240900067,2024-09-01,CUST_0110,PRD_E105,Dynamic Display QR Standee,Electronics,"Store-102 (Indiranagar, Bengaluru)",NEW,1,1299.0,64.95,1234.05,UPI
TXN_20240900068,2024-09-01,CUST_0005,PRD_M301,Acrylic QR Standee - Dual Bank,Merchant Essentials,"Store-101 (Connaught Place, Delhi)",NEW,5,349.0,0.0,1745.0,UPI
TXN_20240900069,2024-09-01,CUST_0037,PRD_E103,Paytm Smart All-in-One POS,Electronics,"Store-101 (Connaught Place, Delhi)",RETURNING,2,8499.0,0.0,16998.0,Net Banking
TXN_20240900070,2024-09-01,CUST_0071,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-102 (Indiranagar, Bengaluru)",RETURNING,1,1899.0,0.0,1899.0,Credit Card
TXN_20240900071,2024-09-01,CUST_0313,PRD_A205,Bluetooth Audio Dongle Mini,Accessories,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,2,399.0,39.9,758.1,Net Banking
TXN_20240900072,2024-09-01,CUST_0316,PRD_M301,Acrylic QR Standee - Dual Bank,Merchant Essentials,"Store-102 (Indiranagar, Bengaluru)",RETURNING,2,349.0,69.8,628.2,Credit Card
TXN_20240900073,2024-09-01,CUST_0197,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,2,1899.0,0.0,3798.0,UPI
TXN_20240900074,2024-09-01,CUST_0284,PRD_A204,Heavy Duty POS Lanyard Strap,Accessories,"Store-105 (Park Street, Kolkata)",NEW,1,149.0,22.35,126.65,UPI
TXN_20240900075,2024-09-01,CUST_0434,PRD_M301,Acrylic QR Standee - Dual Bank,Merchant Essentials,"Store-103 (BKC, Mumbai)",RETURNING,1,349.0,0.0,349.0,UPI
TXN_20240900076,2024-09-01,CUST_0331,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-102 (Indiranagar, Bengaluru)",NEW,1,1499.0,0.0,1499.0,UPI
TXN_20240900077,2024-09-01,CUST_0305,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-101 (Connaught Place, Delhi)",RETURNING,5,1499.0,0.0,7495.0,Debit Card
TXN_20240900078,2024-09-01,CUST_0292,PRD_E105,Dynamic Display QR Standee,Electronics,"Store-105 (Park Street, Kolkata)",RETURNING,1,1299.0,194.85,1104.15,Debit Card
TXN_20240900079,2024-09-01,CUST_0009,PRD_A203,Thermal Receipt Rolls (Pack of 10),Accessories,"Store-101 (Connaught Place, Delhi)",RETURNING,2,299.0,0.0,598.0,Debit Card
TXN_20240900080,2024-09-01,CUST_0260,PRD_E103,Paytm Smart All-in-One POS,Electronics,"Store-105 (Park Street, Kolkata)",RETURNING,2,8499.0,0.0,16998.0,Credit Card
TXN_20240900081,2024-09-01,CUST_0276,PRD_A204,Heavy Duty POS Lanyard Strap,Accessories,"Store-103 (BKC, Mumbai)",RETURNING,2,149.0,44.7,253.3,Paytm Wallet
TXN_20240900082,2024-09-01,CUST_0080,PRD_A202,POS Charging Cradle Dock,Accessories,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,1,699.0,34.95,664.05,Credit Card
TXN_20240900083,2024-09-01,CUST_0159,PRD_M301,Acrylic QR Standee - Dual Bank,Merchant Essentials,"Store-102 (Indiranagar, Bengaluru)",RETURNING,2,349.0,0.0,698.0,UPI
TXN_20240900084,2024-09-01,CUST_0312,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-102 (Indiranagar, Bengaluru)",NEW,1,1499.0,74.95,1424.05,Credit Card
TXN_20240900085,2024-09-01,CUST_0084,PRD_E105,Dynamic Display QR Standee,Electronics,"Store-103 (BKC, Mumbai)",RETURNING,1,1299.0,64.95,1234.05,UPI
TXN_20240900086,2024-09-01,CUST_0065,PRD_M302,Voice Box Mounting Bracket,Merchant Essentials,"Store-103 (BKC, Mumbai)",RETURNING,2,249.0,49.8,448.2,UPI
TXN_20240900087,2024-09-01,CUST_0220,PRD_E103,Paytm Smart All-in-One POS,Electronics,"Store-101 (Connaught Place, Delhi)",RETURNING,1,8499.0,424.95,8074.05,UPI
TXN_20240900088,2024-09-01,CUST_0262,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,3,1899.0,0.0,5697.0,Debit Card
TXN_20240900089,2024-09-01,CUST_0458,PRD_A203,Thermal Receipt Rolls (Pack of 10),Accessories,"Store-101 (Connaught Place, Delhi)",RETURNING,1,299.0,0.0,299.0,Debit Card
TXN_20240900090,2024-09-01,CUST_0126,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-103 (BKC, Mumbai)",NEW,1,1499.0,0.0,1499.0,Paytm Wallet
TXN_20240900091,2024-09-01,CUST_0440,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,2,1499.0,449.7,2548.3,UPI
TXN_20240900092,2024-09-01,CUST_0423,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-103 (BKC, Mumbai)",NEW,1,1499.0,74.95,1424.05,UPI
TXN_20240900093,2024-09-01,CUST_0115,PRD_M303,Cash Drawer 4-Slot Auto-Open,Merchant Essentials,"Store-101 (Connaught Place, Delhi)",NEW,3,2299.0,0.0,6897.0,UPI
TXN_20240900094,2024-09-01,CUST_0145,PRD_M303,Cash Drawer 4-Slot Auto-Open,Merchant Essentials,"Store-103 (BKC, Mumbai)",RETURNING,1,2299.0,0.0,2299.0,UPI
TXN_20240900095,2024-09-01,CUST_0289,PRD_M303,Cash Drawer 4-Slot Auto-Open,Merchant Essentials,"Store-105 (Park Street, Kolkata)",NEW,1,2299.0,0.0,2299.0,Paytm Wallet
TXN_20240900096,2024-09-01,CUST_0396,PRD_M303,Cash Drawer 4-Slot Auto-Open,Merchant Essentials,"Store-105 (Park Street, Kolkata)",RETURNING,3,2299.0,0.0,6897.0,UPI
TXN_20240900097,2024-09-01,CUST_0120,PRD_A202,POS Charging Cradle Dock,Accessories,"Store-101 (Connaught Place, Delhi)",NEW,3,699.0,0.0,2097.0,Credit Card
TXN_20240900098,2024-09-01,CUST_0435,PRD_M302,Voice Box Mounting Bracket,Merchant Essentials,"Store-103 (BKC, Mumbai)",NEW,1,249.0,12.45,236.55,UPI
TXN_20240900099,2024-09-01,CUST_0252,PRD_S403,Priority Settlement Annual Plan,Software & Services,"Store-102 (Indiranagar, Bengaluru)",NEW,1,1999.0,0.0,1999.0,Paytm Wallet
TXN_20240900100,2024-09-01,CUST_0460,PRD_M304,Merchant Branding Banner Kit,Merchant Essentials,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,1,599.0,89.85,509.15,UPI
TXN_20240900101,2024-09-01,CUST_0049,PRD_A201,Soundbox Replacement Battery,Accessories,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,1,499.0,0.0,499.0,Paytm Wallet
TXN_20240900102,2024-09-01,CUST_0122,PRD_E103,Paytm Smart All-in-One POS,Electronics,"Store-103 (BKC, Mumbai)",RETURNING,2,8499.0,1699.8,15298.2,UPI
TXN_20240900103,2024-09-01,CUST_0232,PRD_E103,Paytm Smart All-in-One POS,Electronics,"Store-101 (Connaught Place, Delhi)",RETURNING,4,8499.0,3399.6,30596.4,UPI
TXN_20240900104,2024-09-01,CUST_0055,PRD_E102,Paytm Card POS Terminal Neo,Electronics,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,2,4999.0,0.0,9998.0,Debit Card
TXN_20240900105,2024-09-01,CUST_0232,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-103 (BKC, Mumbai)",RETURNING,3,1899.0,569.7,5127.3,UPI
TXN_20240900106,2024-09-01,CUST_0361,PRD_M301,Acrylic QR Standee - Dual Bank,Merchant Essentials,"Store-101 (Connaught Place, Delhi)",RETURNING,1,349.0,0.0,349.0,Credit Card
TXN_20240900107,2024-09-01,CUST_0496,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-105 (Park Street, Kolkata)",RETURNING,1,1899.0,189.9,1709.1,UPI
TXN_20240900108,2024-09-01,CUST_0488,PRD_E105,Dynamic Display QR Standee,Electronics,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,1,1299.0,0.0,1299.0,UPI
TXN_20240900109,2024-09-01,CUST_0407,PRD_E102,Paytm Card POS Terminal Neo,Electronics,"Store-101 (Connaught Place, Delhi)",RETURNING,1,4999.0,0.0,4999.0,UPI
TXN_20240900110,2024-09-01,CUST_0206,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-101 (Connaught Place, Delhi)",NEW,1,1899.0,0.0,1899.0,Debit Card
TXN_20240900111,2024-09-01,CUST_0012,PRD_S403,Priority Settlement Annual Plan,Software & Services,"Store-102 (Indiranagar, Bengaluru)",RETURNING,2,1999.0,0.0,3998.0,Net Banking
TXN_20240900112,2024-09-01,CUST_0425,PRD_M303,Cash Drawer 4-Slot Auto-Open,Merchant Essentials,"Store-101 (Connaught Place, Delhi)",RETURNING,1,2299.0,0.0,2299.0,Credit Card
TXN_20240900113,2024-09-01,CUST_0421,PRD_M302,Voice Box Mounting Bracket,Merchant Essentials,"Store-104 (Banjara Hills, Hyderabad)",NEW,1,249.0,12.45,236.55,UPI
TXN_20240900114,2024-09-01,CUST_0110,PRD_S401,Paytm Business Prime Subscription,Software & Services,"Store-103 (BKC, Mumbai)",NEW,1,999.0,99.9,899.1,UPI
TXN_20240900115,2024-09-01,CUST_0318,PRD_A204,Heavy Duty POS Lanyard Strap,Accessories,"Store-103 (BKC, Mumbai)",NEW,1,149.0,14.9,134.1,UPI
TXN_20240900116,2024-09-01,CUST_0045,PRD_E103,Paytm Smart All-in-One POS,Electronics,"Store-102 (Indiranagar, Bengaluru)",RETURNING,1,8499.0,849.9,7649.1,UPI
TXN_20240900117,2024-09-01,CUST_0411,PRD_A202,POS Charging Cradle Dock,Accessories,"Store-101 (Connaught Place, Delhi)",RETURNING,5,699.0,0.0,3495.0,UPI
TXN_20240900118,2024-09-01,CUST_0249,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-105 (Park Street, Kolkata)",RETURNING,1,1899.0,0.0,1899.0,UPI
TXN_20240900119,2024-09-01,CUST_0113,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-103 (BKC, Mumbai)",RETURNING,1,1499.0,74.95,1424.05,Debit Card
TXN_20240900120,2024-09-01,CUST_0120,PRD_S403,Priority Settlement Annual Plan,Software & Services,"Store-101 (Connaught Place, Delhi)",NEW,1,1999.0,0.0,1999.0,UPI
TXN_20240900121,2024-09-01,CUST_0406,PRD_S401,Paytm Business Prime Subscription,Software & Services,"Store-101 (Connaught Place, Delhi)",RETURNING,2,999.0,99.9,1898.1,Paytm Wallet
TXN_20240900122,2024-09-01,CUST_0199,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-102 (Indiranagar, Bengaluru)",RETURNING,1,1899.0,189.9,1709.1,Credit Card
TXN_20240900123,2024-09-01,CUST_0468,PRD_A203,Thermal Receipt Rolls (Pack of 10),Accessories,"Store-103 (BKC, Mumbai)",RETURNING,3,299.0,44.85,852.15,UPI
TXN_20240900124,2024-09-01,CUST_0415,PRD_S401,Paytm Business Prime Subscription,Software & Services,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,2,999.0,0.0,1998.0,UPI
TXN_20240900125,2024-09-01,CUST_0309,PRD_E103,Paytm Smart All-in-One POS,Electronics,"Store-105 (Park Street, Kolkata)",NEW,1,8499.0,0.0,8499.0,Credit Card
TXN_20240900126,2024-09-01,CUST_0413,PRD_E102,Paytm Card POS Terminal Neo,Electronics,"Store-102 (Indiranagar, Bengaluru)",RETURNING,2,4999.0,0.0,9998.0,UPI
TXN_20240900127,2024-09-01,CUST_0301,PRD_M301,Acrylic QR Standee - Dual Bank,Merchant Essentials,"Store-102 (Indiranagar, Bengaluru)",RETURNING,2,349.0,69.8,628.2,Paytm Wallet
TXN_20240900128,2024-09-01,CUST_0192,PRD_M301,Acrylic QR Standee - Dual Bank,Merchant Essentials,"Store-104 (Banjara Hills, Hyderabad)",NEW,1,349.0,0.0,349.0,UPI
TXN_20240900129,2024-09-01,CUST_0500,PRD_E102,Paytm Card POS Terminal Neo,Electronics,"Store-104 (Banjara Hills, Hyderabad)",RETURNING,2,4999.0,499.9,9498.1,UPI
TXN_20240900130,2024-09-01,CUST_0496,PRD_A203,Thermal Receipt Rolls (Pack of 10),Accessories,"Store-105 (Park Street, Kolkata)",RETURNING,3,299.0,44.85,852.15,UPI
TXN_20240900131,2024-09-01,CUST_0158,PRD_M302,Voice Box Mounting Bracket,Merchant Essentials,"Store-103 (BKC, Mumbai)",RETURNING,1,249.0,37.35,211.65,Paytm Wallet
TXN_20240900132,2024-09-01,CUST_0201,PRD_M304,Merchant Branding Banner Kit,Merchant Essentials,"Store-105 (Park Street, Kolkata)",RETURNING,1,599.0,89.85,509.15,Paytm Wallet
TXN_20240900133,2024-09-01,CUST_0114,PRD_A205,Bluetooth Audio Dongle Mini,Accessories,"Store-101 (Connaught Place, Delhi)",NEW,3,399.0,0.0,1197.0,Credit Card
TXN_20240900134,2024-09-01,CUST_0122,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-103 (BKC, Mumbai)",RETURNING,1,1899.0,0.0,1899.0,Credit Card
TXN_20240900135,2024-09-01,CUST_0328,PRD_M302,Voice Box Mounting Bracket,Merchant Essentials,"Store-103 (BKC, Mumbai)",NEW,1,249.0,0.0,249.0,UPI
TXN_20240900136,2024-09-01,CUST_0035,PRD_E104,Wireless Barcode Scanner BT,Electronics,"Store-101 (Connaught Place, Delhi)",NEW,1,1899.0,0.0,1899.0,UPI
TXN_20240900137,2024-09-01,CUST_0215,PRD_S403,Priority Settlement Annual Plan,Software & Services,"Store-104 (Banjara Hills, Hyderabad)",NEW,1,1999.0,0.0,1999.0,UPI
TXN_20240900138,2024-09-02,CUST_0425,PRD_E105,Dynamic Display QR Standee,Electronics,"Store-105 (Park Street, Kolkata)",RETURNING,1,1299.0,0.0,1299.0,UPI
TXN_20240900139,2024-09-02,CUST_0434,PRD_E101,Paytm Soundbox 4.0 Pro,Electronics,"Store-101 (Connaught Place, Delhi)",RETURNING,1,1499.0,0.0,1499.0,UPI
TXN_20240900140,2024-09-02,CUST_0193,PRD_E102,Paytm Card POS Terminal Neo,Electronics,"Store-101 (Connaught Place, Delhi)",RETURNING,1,4999.0,0.0,4999.0,Credit Card
TXN_20240900141,2024-09-02,CUST_0315,PRD_S401,Paytm Business Prime Subscription,Software & Services,"Store-101 (Connaught Place, Delhi)",NEW,1,999.0,49.95,949.05,Credit Card
